Country Code,Country Name,year,GOV_WGI_CC_EST,GOV_WGI_PV_EST,GOV_WGI_RL_EST,IP.JRN.ARTC.SC,IT.CEL.SETS.P2,IT.NET.BBND.P2,NY.GDP.PCAP.PP.CD,SE.TER.ENRR,TX.VAL.TECH.MF.ZS
ARM,Armenia,2022,0.0574942,-0.3556235,-0.2386468,674.73,130.540072214196,17.7300708049016,19161.37005141889,57.1818422625098,21.84752834353729
ARM,Armenia,2023,0.1046118,-0.5022441,-0.2107914,801.49,134.519957069953,18.5458075085454,21534.030536117025,56.2770051010456,20.905156020748368
ARM,Armenia,2024,0.1446809,-0.723297299999999,-0.1423943,,134.88694751567,20.3090953111129,22823.17952556931,52.7748065090859,23.64032705152591
ARM,Armenia,2025,,,,,,,,,
ASM,American Samoa,2020,1.1797991,1.2465402,1.2020006,,,,,,
ASM,American Samoa,2021,1.1772281,1.2442687,1.1954792,,,,,,
ASM,American Samoa,2022,1.1763452,1.2481785,1.1914695,,,,,,
ASM,American Samoa,2023,1.1733125,1.2488142,1.1903787,,,,,,
ASM,American Samoa,2024,1.1762344,1.2530285,1.0865813,,,,,,
ASM,American Samoa,2025,,,,,,,,,
ATG,Antigua and Barbuda,2020,0.2199155,0.9164728,0.5899858,6.52,200.3353439453,8.71023234544781,22370.09186938128,,0.0
ATG,Antigua and Barbuda,2021,0.181489,0.9147636,0.5666971,6.09,199.244171566557,8.66279006811119,25745.495806774616,,0.0
ATG,Antigua and Barbuda,2022,0.2369304,1.0787211,0.6200291,6.28,200.540715208962,10.6818181818182,29933.889369890207,,0.0
ATG,Antigua and Barbuda,2023,0.2686527,1.0791994,0.6185054,13.43,,,31601.75271468767,,0.0
ATG,Antigua and Barbuda,2024,0.2843876,1.0731489,0.6017732,,,,33386.191712789405,,0.0
ATG,Antigua and Barbuda,2025,,,,,,,,,
AUS,Australia,2020,1.6038237,0.8859397,1.5521387,57901.21,104.930155780087,35.346849265518,54184.16144868537,110.139221191406,21.47578987058347
AUS,Australia,2021,1.6770561,0.8536507,1.5701838,60308.46,105.118514623956,35.8359861455454,58327.41468423248,112.688293457031,22.39407660085994
AUS,Australia,2022,1.7288156,0.9015353,1.471946,58183.41,109.469171081514,36.3933201898066,66103.17970669566,106.240760803223,25.83187041162716
AUS,Australia,2023,1.8057703,0.9254365,1.5031839,54589.08,112.513177133796,36.627426494239,72272.70921366828,104.64835357666,25.25827771207813
AUS,Australia,2024,1.8520196,0.7932693,1.4704014,,112.581025002429,36.4788276060473,72111.1844628126,108.421989440918,25.15864164570836
AUS,Australia,2025,,,,,,,,,
AUT,Austria,2020,1.6059221,0.8186312,1.7481079,13440.62,120.131806593244,29.2106456326106,58523.03378162456,88.7071990966797,12.27189576604459
AUT,Austria,2021,1.3601171,0.7543747,1.7167011,14370.95,121.357731973824,29.2537339731419,62968.942231189205,93.940071105957,11.017122140568004
