country_raw,year,readiness_rank,readiness_score,era,iso3
Bahrain,2025,48,59.57,1,BHR
Bangladesh,2025,75,48.37,1,BGD
Barbados,2025,155,23.33,1,BRB
Belarus,2025,121,32.47,1,BLR
Belgium,2025,30,65.17,1,BEL
Belize,2025,158,22.68,1,BLZ
Benin,2025,90,41.71,1,BEN
Bhutan,2025,101,39.38,1,BTN
Bolivia (Plurinational State of),2025,139,27.48,1,BOL
Bosnia and Herzegovina,2025,114,35.67,1,BIH
Botswana,2025,109,37.1,1,BWA
Brazil,2025,22,69.55,1,BRA
Brunei Darussalam,2025,97,40.51,1,BRN
Bulgaria,2025,59,56.6,1,BGR
Burkina Faso,2025,127,29.45,1,BFA
Burundi,2025,185,17.22,1,BDI
Cabo Verde,2025,122,32.16,1,CPV
Cambodia,2025,118,33.91,1,KHM
Cameroon,2025,116,34.91,1,CMR
Canada,2025,12,74.66,1,CAN
Central African Republic,2025,192,12.8,1,CAF
Chad,2025,182,18.31,1,TCD
Chile,2025,50,59.3,1,CHL
China,2025,8,76.27,1,CHN
Colombia,2025,64,56.02,1,COL
Comoros,2025,171,20.67,1,COM
Congo,2025,178,18.6,1,COG
Costa Rica,2025,79,45.92,1,CRI
Côte D'Ivoire,2025,95,40.74,1,CIV
Croatia,2025,72,49.79,1,HRV
Cuba,2025,136,27.92,1,CUB
Cyprus,2025,47,59.71,1,CYP
Czechia,2025,32,64.56,1,CZE
Democratic People's Republic of Korea,2025,167,21.15,1,PRK
Democratic Republic of the Congo,2025,144,25.62,1,COD
Denmark,2025,11,74.75,1,DNK
Djibouti,2025,148,24.52,1,DJI
Dominica,2025,174,19.76,1,DMA
Dominican Republic,2025,84,43.73,1,DOM
Ecuador,2025,66,53.04,1,ECU
Egypt,2025,52,59.1,1,EGY
El Salvador,2025,104,38.88,1,SLV
Equatorial Guinea,2025,187,16.18,1,GNQ
Eritrea,2025,193,12.7,1,ERI
Estonia,2025,21,69.56,1,EST
Eswatini,2025,137,27.7,1,SWZ
Ethiopia,2025,91,41.58,1,ETH
Fiji,2025,108,37.26,1,FJI
Finland,2025,18,70.3,1,FIN
France,2025,2,80.81,1,FRA
Gabon,2025,133,28.41,1,GAB
Gambia (Republic of The),2025,153,23.64,1,GMB
Georgia,2025,87,42.75,1,GEO
Germany,2025,6,76.78,1,DEU
Ghana,2025,78,47.42,1,GHA
Greece,2025,42,60.51,1,GRC
Grenada,2025,176,19.36,1,GRD
Guatemala,2025,129,29.34,1,GTM
Guinea,2025,183,17.81,1,GIN
Guinea Bissau,2025,195,12.12,1,GNB
Guyana,2025,146,25.47,1,GUY
Haiti,2025,190,14.94,1,HTI
Honduras,2025,157,22.96,1,HND
Hungary,2025,35,63.17,1,HUN
Iceland,2025,44,60.49,1,ISL
India,2025,27,66.55,1,IND
Indonesia,2025,46,59.87,1,IDN
Iran (Islamic Republic of),2025,76,48.34,1,IRN
Iraq,2025,128,29.37,1,IRQ
Ireland,2025,17,70.58,1,IRL
Israel,2025,16,71.32,1,ISR
Italy,2025,25,68.81,1,ITA
Jamaica,2025,99,40.09,1,JAM
Japan,2025,14,72.24,1,JPN
Jordan,2025,63,56.07,1,JOR
Kazakhstan,2025,58,56.7,1,KAZ
Kenya,2025,68,52.55,1,KEN
Kiribati,2025,150,23.9,1,KIR
Kuwait,2025,83,43.79,1,KWT
Kyrgyzstan,2025,119,33.28,1,KGZ
Lao People's Democratic Republic,2025,125,29.92,1,LAO
Latvia,2025,51,59.14,1,LVA
Lebanon,2025,117,34.26,1,LBN
Lesotho,2025,131,28.95,1,LSO
Liberia,2025,189,15.65,1,LBR
Libya,2025,134,28.38,1,LBY
Liechtenstein,2025,98,40.19,1,LIE
Lithuania,2025,29,65.31,1,LTU
Luxembourg,2025,33,64.28,1,LUX
Madagascar,2025,168,20.93,1,MDG
Malawi,2025,149,24.22,1,MWI
Malaysia,2025,38,62.34,1,MYS
Maldives,2025,143,26.39,1,MDV
Mali,2025,152,23.78,1,MLI
Malta,2025,39,61.48,1,MLT
Marshall Islands,2025,177,18.92,1,MHL
Mauritania,2025,138,27.58,1,MRT
Mauritius,2025,67,52.76,1,MUS
Mexico,2025,77,48.33,1,MEX
Micronesia (Federated States of),2025,172,20.6,1,FSM
Monaco,2025,105,38.62,1,MCO
Mongolia,2025,94,40.86,1,MNG
Montenegro,2025,100,39.9,1,MNE
Morocco,2025,86,43.06,1,MAR
Mozambique,2025,161,22.31,1,MOZ
Myanmar,2025,173,20.54,1,MMR
Namibia,2025,110,37.08,1,NAM
Nauru,2025,160,22.48,1,NRU
Nepal,2025,106,38.5,1,NPL
Netherlands,2025,4,77.18,1,NLD
New Zealand,2025,37,62.7,1,NZL
Nicaragua,2025,163,22.23,1,NIC
Niger,2025,184,17.44,1,NER
Nigeria,2025,70,50.79,1,NGA
North Macedonia,2025,107,37.57,1,MKD
Norway,2025,10,74.84,1,NOR
Oman,2025,61,56.29,1,OMN
Pakistan,2025,81,45.38,1,PAK
Palau,2025,151,23.8,1,PLW
Panama,2025,102,39.3,1,PAN
Papua New Guinea,2025,135,27.98,1,PNG
Paraguay,2025,111,36.84,1,PRY
Peru,2025,60,56.52,1,PER
Philippines,2025,43,60.51,1,PHL
Poland,2025,24,69.14,1,POL
Portugal,2025,28,66.09,1,PRT
Qatar,2025,54,58.61,1,QAT
Republic of Korea,2025,5,76.89,1,KOR
Republic of Moldova,2025,71,50.59,1,MDA
Romania,2025,57,56.73,1,ROU
Russian Federation,2025,49,59.57,1,RUS
Rwanda,2025,74,48.54,1,RWA
Saint Kitts and Nevis,2025,170,20.85,1,KNA
Saint Lucia,2025,142,26.66,1,LCA
Saint Vincent and the Grenadines,2025,166,21.5,1,VCT
Samoa,2025,154,23.46,1,WSM
San Marino,2025,112,35.89,1,SMR
Sao Tome and Principe,2025,180,18.37,1,STP
Saudi Arabia,2025,15,71.57,1,SAU
Senegal,2025,96,40.64,1,SEN
Serbia,2025,40,60.96,1,SRB
Seychelles,2025,140,27.24,1,SYC
Sierra Leone,2025,175,19.68,1,SLE
Singapore,2025,7,76.42,1,SGP
Slovakia,2025,73,48.55,1,SVK
Slovenia,2025,36,62.71,1,SVN
Solomon Islands,2025,162,22.28,1,SLB
Somalia,2025,164,21.82,1,SOM
South Africa,2025,65,53.94,1,ZAF
South Sudan,2025,194,12.2,1,SSD
Spain,2025,13,74.22,1,ESP
Sri Lanka,2025,80,45.6,1,LKA
State of Palestine,2025,115,35.54,1,PSE
Sudan,2025,186,16.21,1,SDN
Suriname,2025,181,18.37,1,SUR
Sweden,2025,23,69.45,1,SWE
Switzerland,2025,26,66.95,1,CHE
Syrian Arab Republic,2025,165,21.72,1,SYR
Taiwan,2025,31,64.81,1,TWN
Tajikistan,2025,130,29.08,1,TJK
Thailand,2025,34,63.22,1,THA
Timor-Leste,2025,179,18.39,1,TLS
Togo,2025,124,30.59,1,TGO
Tonga,2025,156,23.11,1,TON
Trinidad and Tobago,2025,120,32.73,1,TTO
Tunisia,2025,88,42.23,1,TUN
Türkiye,2025,53,58.91,1,TUR
Turkmenistan,2025,159,22.5,1,TKM
Tuvalu,2025,169,20.87,1,TUV
Uganda,2025,113,35.76,1,UGA
Ukraine,2025,41,60.84,1,UKR
United Arab Emirates,2025,19,69.86,1,ARE
United Kingdom of Great Britain and Northern Ireland,2025,3,77.75,1,GBR
United Republic of Tanzania,2025,93,41.45,1,TZA
United States of America,2025,1,88.36,1,USA
Uruguay,2025,55,58.47,1,URY
Uzbekistan,2025,62,56.11,1,UZB
Vanuatu,2025,132,28.55,1,VUT
"Venezuela, Bolivarian Republic of",2025,145,25.55,1,VEN
Viet Nam,2025,45,59.98,1,VNM
Yemen,2025,191,14.48,1,YEM
Zambia,2025,82,43.9,1,ZMB
Zimbabwe,2025,126,29.53,1,ZWE
